id,carat,cut,color,clarity,x,y,z,depth,table,price
33045,0.55,Ideal,F,VS2,5.24,5.29,3.25,61.7,57.0,1692
33046,1.23,Ideal,I,SI2,6.84,6.88,4.26,62.1,56.0,5175
33047,0.82,Ideal,E,SI1,5.97,6.01,3.7,61.8,55.0,3588
33048,1.51,Ideal,J,VS1,7.28,7.33,4.52,61.9,58.0,8170
33049,1.04,Ideal,H,SI2,6.64,6.59,3.94,59.6,56.0,4077
33050,0.3,Premium,F,VS2,4.29,4.32,2.63,61.1,59.0,605
33051,0.4,Premium,F,VS1,4.67,4.7,2.9,61.9,59.0,982
33052,0.31,Ideal,G,IF,4.38,4.4,2.71,61.7,54.0,891
33053,1.03,Premium,F,SI2,6.52,6.47,3.94,60.7,60.0,4586
33054,1.13,Ideal,D,VVS1,6.74,6.69,4.13,61.5,55.0,13968
33055,1.15,Ideal,I,SI1,6.74,6.67,4.18,62.3,57.0,4925
33056,0.59,Ideal,D,SI1,5.46,5.43,3.32,61.0,57.0,1912
33057,0.33,Ideal,G,IF,4.42,4.46,2.75,61.9,54.0,984
33058,0.93,Very Good,H,SI1,6.33,6.39,3.77,59.3,61.0,3838
33059,1.0,Good,F,SI1,6.31,6.27,4.0,63.6,58.0,4939
33060,1.24,Ideal,H,SI1,6.88,6.9,4.29,62.3,54.0,6867
33061,0.7,Very Good,E,SI2,5.76,5.71,3.42,59.6,63.0,2310
33062,0.52,Very Good,E,VS2,5.17,5.21,3.13,60.3,60.0,1689
33063,0.4,Very Good,G,VVS2,4.73,4.76,2.9,61.1,58.0,1033
33064,1.1,Premium,G,VS1,6.85,6.81,3.99,58.4,60.0,7399
33065,0.34,Premium,E,SI1,4.48,4.51,2.73,60.7,60.0,596
33066,0.52,Ideal,G,VVS1,5.14,5.18,3.18,61.6,55.0,2063
33067,0.31,Ideal,D,VVS2,4.36,4.39,2.71,61.9,55.0,777
33068,0.33,Very Good,E,VS2,4.5,4.53,2.7,59.8,59.0,772
33069,0.5,Premium,D,VS2,5.08,5.05,3.18,62.8,58.0,1845
33070,1.01,Ideal,F,SI1,6.38,6.44,4.02,62.7,54.0,6039
33071,0.37,Ideal,J,VS1,4.54,4.57,2.85,62.6,57.0,487
33072,0.35,Ideal,G,SI1,4.56,4.58,2.77,60.6,56.0,555
33073,1.22,Ideal,G,VVS2,6.95,6.99,4.18,60.0,58.0,11003
33074,0.53,Ideal,D,VS2,5.25,5.21,3.2,61.2,55.0,1956
33075,0.39,Ideal,D,VS1,4.67,4.71,2.91,62.0,57.0,1095
33076,1.01,Ideal,I,VS2,6.38,6.41,4.0,62.5,56.0,5855
33077,0.71,Good,E,VS2,5.6,5.65,3.53,62.8,60.0,2836
33078,1.01,Premium,H,VS2,6.45,6.36,3.99,62.3,58.0,4412
33079,0.68,Very Good,G,IF,5.56,5.6,3.5,62.7,56.0,3143
33080,0.9,Premium,J,VS1,6.23,6.19,3.87,62.3,56.0,3175
33081,0.51,Ideal,G,VVS2,5.15,5.12,3.15,61.3,57.0,1974
33082,0.71,Ideal,I,SI1,5.67,5.73,3.55,62.1,55.0,2319
33083,1.23,Premium,G,SI1,6.84,6.77,4.25,62.5,59.0,6909
33084,1.03,Good,G,SI2,6.35,6.28,4.02,63.7,60.0,4001
33085,0.74,Very Good,E,SI2,5.76,5.9,3.6,61.7,56.0,2179
33086,1.03,Ideal,G,VS1,6.48,6.42,4.01,62.2,59.0,7211
33087,1.1,Very Good,I,SI1,6.69,6.73,4.05,60.4,61.0,4235
33088,0.3,Very Good,H,VS2,4.25,4.29,2.69,63.0,59.0,473
33089,0.82,Premium,H,SI1,6.11,6.07,3.65,59.9,57.0,2721
33090,0.61,Very Good,D,VS1,5.44,5.46,3.4,62.4,57.0,2096
33091,1.56,Premium,D,SI2,7.54,7.45,4.58,61.1,56.0,8858
33092,0.7,Ideal,J,SI1,5.79,5.75,3.47,60.1,59.0,1949
33093,0.4,Good,I,IF,4.69,4.72,2.93,62.3,62.0,945
33094,0.77,Very Good,D,SI1,5.89,5.96,3.57,60.3,58.0,3166
33095,0.5,Premium,D,VS2,5.11,5.15,3.15,61.4,59.0,1752
33096,0.38,Premium,I,SI2,4.61,4.57,2.88,62.7,58.0,641
33097,0.71,Ideal,F,VS1,5.66,5.7,3.56,62.7,57.0,3041
33098,0.56,Ideal,D,VS2,5.3,5.26,3.27,61.9,57.0,2066
33099,0.36,Ideal,D,VS2,4.68,4.66,2.8,60.0,56.0,933
33100,2.03,Ideal,I,VS2,8.17,8.27,4.92,59.9,60.0,15826
33101,0.33,Premium,G,VVS1,4.44,4.38,2.77,62.8,59.0,1114
33102,1.28,Ideal,F,VVS2,6.95,6.91,4.32,62.2,56.0,12841
33103,1.12,Premium,E,I1,6.74,6.7,4.1,61.0,59.0,4014
33104,1.18,Ideal,I,VS1,6.8,6.77,4.22,62.2,55.0,6272
33105,0.4,Good,G,VS1,4.8,4.86,2.88,59.6,61.0,820
33106,0.54,Ideal,E,SI1,5.27,5.24,3.24,61.7,56.0,1571
33107,0.41,Very Good,G,VVS2,4.69,4.71,2.97,63.3,59.0,1051
33108,0.7,Very Good,F,VS2,5.64,5.69,3.56,62.8,57.0,2744
33109,0.71,Good,I,VVS2,5.64,5.71,3.58,63.1,58.0,2428
33110,0.37,Premium,E,VS2,4.6,4.65,2.82,61.0,59.0,692
33111,0.51,Ideal,D,VVS2,5.14,5.16,3.18,61.7,56.0,2718
33112,1.71,Ideal,J,SI2,7.69,7.64,4.66,60.8,57.0,7695
33113,0.71,Ideal,E,VS1,5.81,5.78,3.56,61.4,57.0,3435
33114,0.37,Premium,F,VS2,4.68,4.64,2.78,59.7,59.0,957
33115,0.37,Fair,F,IF,4.96,4.91,2.58,52.3,61.0,1166
33116,2.29,Premium,I,SI1,8.52,8.45,5.24,61.8,59.0,18797
33117,2.51,Premium,I,SI2,8.76,8.69,5.44,62.3,57.0,18255
33118,0.7,Ideal,I,SI1,5.63,5.71,3.55,62.6,54.0,2287
33119,0.62,Ideal,G,VVS2,5.44,5.47,3.37,61.8,57.0,2548
33120,2.21,Premium,J,SI2,8.33,8.25,5.2,62.7,57.0,13642
33121,0.3,Very Good,E,VVS2,4.26,4.27,2.66,62.4,57.0,743
33122,1.64,Ideal,J,VS2,7.53,7.57,4.71,62.4,54.5,9251
33123,0.28,Ideal,E,VS2,4.22,4.24,2.6,61.5,56.0,598
33124,0.57,Ideal,E,SI1,5.32,5.35,3.3,61.9,56.0,1608
33125,1.3,Premium,I,IF,7.0,6.95,4.31,61.8,58.0,7760
33126,0.33,Ideal,F,IF,4.47,4.49,2.77,61.8,55.0,1028
33127,1.01,Good,G,VVS2,6.34,6.41,4.04,63.4,55.0,6843
33128,0.61,Premium,D,VS1,5.46,5.4,3.34,61.5,58.0,2306
33129,1.15,Ideal,G,VVS1,6.69,6.67,4.19,62.7,56.0,10644
33130,0.7,Very Good,F,SI1,5.78,5.82,3.47,59.8,59.0,2161
33131,1.07,Premium,G,VS2,6.67,6.63,3.98,59.8,58.0,5177
33132,1.0,Very Good,G,SI2,6.31,6.36,3.95,62.4,60.0,4142
33133,0.35,Very Good,G,VS1,4.49,4.52,2.78,61.7,61.0,706
33134,0.32,Ideal,E,VVS2,4.41,4.44,2.75,62.1,53.0,779
33135,0.46,Premium,E,VS1,4.91,4.94,3.05,61.9,58.0,1372
33136,0.3,Very Good,I,SI1,4.25,4.28,2.67,62.6,57.0,405
33137,0.58,Ideal,I,SI2,5.38,5.45,3.32,61.3,56.0,1158
33138,0.96,Very Good,I,VS2,6.36,6.42,3.81,59.6,59.0,4187
33139,0.42,Good,F,SI1,4.76,4.7,3.01,63.6,57.0,926
33140,2.0,Fair,I,SI2,8.01,7.96,5.19,65.0,57.0,9610
33141,0.52,Very Good,F,VVS1,5.11,5.15,3.18,62.0,57.0,2314
33142,1.71,Premium,G,SI2,7.72,7.68,4.69,60.9,58.0,11351
33143,0.75,Ideal,G,VVS2,5.78,5.82,3.61,62.2,56.0,3879
33144,0.57,Good,D,VS2,5.42,5.45,3.17,58.3,61.0,2015
33145,1.21,Ideal,J,VS2,6.98,6.94,4.15,59.6,57.0,4968
33146,0.33,Ideal,F,VS2,4.46,4.43,2.75,61.9,55.0,854
33147,1.23,Very Good,H,VS2,6.89,6.94,4.19,60.6,59.0,6459
33148,1.17,Ideal,G,VS1,6.76,6.8,4.19,61.8,57.0,8639
33149,0.54,Ideal,F,VS1,5.27,5.29,3.21,60.9,56.0,1937
33150,0.89,Good,E,SI2,6.13,6.24,3.82,61.6,60.9,3284
33151,0.91,Ideal,H,VS1,6.23,6.13,3.89,62.9,55.0,4109
33152,0.33,Ideal,E,VS2,4.46,4.49,2.77,61.9,55.0,873
33153,0.81,Ideal,H,VS2,6.03,5.98,3.7,61.6,56.0,3084
33154,0.32,Premium,G,VS1,4.45,4.41,2.71,61.2,62.0,773
33155,1.6,Good,H,VS1,7.59,7.56,4.54,59.9,61.0,12546
33156,0.41,Ideal,F,VVS1,4.77,4.8,2.95,61.7,57.0,1295
33157,0.43,Very Good,E,VVS2,4.89,4.92,2.98,60.8,57.0,1245
33158,0.83,Ideal,G,VVS1,6.03,6.05,3.74,61.9,56.0,4963
33159,0.31,Very Good,E,VVS2,4.32,4.35,2.7,62.4,56.0,749
33160,0.71,Good,D,SI2,5.64,5.59,3.61,64.3,56.0,2215
33161,0.41,Ideal,G,VVS2,4.74,4.78,2.94,61.8,56.0,1007
33162,0.5,Good,F,VS2,5.0,5.03,3.17,63.2,58.0,1436
33163,0.3,Good,G,VVS2,4.27,4.29,2.73,63.8,56.0,684
33164,0.52,Ideal,D,SI1,5.21,5.17,3.16,60.9,57.0,1720
33165,1.31,Premium,D,VVS1,7.01,6.95,4.38,62.8,55.0,17496
33166,0.51,Ideal,D,VS2,5.14,5.11,3.17,61.9,56.0,1882
33167,0.6,Premium,H,SI1,5.44,5.4,3.36,62.0,56.0,1433
33168,2.0,Premium,F,SI2,8.19,7.84,4.86,60.6,62.0,11198
33169,0.53,Ideal,H,VVS2,5.2,5.22,3.22,61.8,56.0,1674
33170,1.76,Very Good,H,SI1,7.69,7.59,4.82,63.1,59.0,12288
33171,1.02,Ideal,E,SI1,6.45,6.41,4.0,62.2,57.0,5655
33172,1.0,Good,D,SI2,6.35,6.38,4.03,63.3,56.0,4620
33173,1.01,Very Good,G,VS2,6.42,6.47,3.97,61.6,60.0,6406
33174,0.79,Ideal,E,SI1,5.93,5.86,3.71,62.9,55.0,3075
33175,0.4,Premium,D,VS2,4.75,4.72,2.92,61.7,59.0,1050
33176,0.91,Very Good,I,VS1,6.19,6.24,3.85,61.9,57.0,3734
33177,0.9,Good,F,SI1,6.02,6.1,3.89,64.2,56.0,4232
33178,0.54,Very Good,D,VS1,5.38,5.3,3.2,59.9,57.0,1988
33179,0.34,Premium,G,IF,4.49,4.46,2.79,62.3,59.0,1084
33180,2.01,Very Good,H,VS2,8.08,8.17,4.93,60.7,56.0,18561
33181,0.41,Ideal,H,IF,4.8,4.85,2.95,61.1,54.0,1099
33182,1.0,Good,F,SI2,6.36,6.29,3.76,59.4,64.0,3858
33183,0.59,Very Good,E,VS2,5.42,5.46,3.23,59.4,63.0,2145
33184,0.7,Premium,H,SI1,5.73,5.69,3.49,61.1,58.0,2383
33185,0.32,Premium,F,SI2,4.48,4.43,2.66,59.7,59.0,540
33186,1.52,Ideal,I,IF,7.27,7.33,4.54,62.2,57.0,10419
33187,1.07,Premium,F,VS2,6.56,6.53,4.03,61.6,60.0,5974
33188,0.55,Ideal,G,VS2,5.28,5.31,3.24,61.2,56.8,1604
33189,0.3,Very Good,D,VS2,4.22,4.27,2.67,62.9,59.0,710
33190,0.3,Very Good,F,SI1,4.22,4.19,2.67,63.5,59.0,641
33191,1.16,Good,F,SI2,6.78,6.75,4.11,60.8,65.0,4131
33192,0.77,Ideal,D,SI2,5.9,5.85,3.66,62.3,55.0,3011
33193,0.31,Ideal,D,IF,4.39,4.41,2.66,60.5,57.0,1917
33194,2.02,Premium,I,SI2,8.11,8.04,4.94,61.2,58.0,13117
33195,1.08,Very Good,E,SI1,6.53,6.49,4.11,63.1,59.0,5189
33196,0.71,Premium,F,VS1,5.72,5.66,3.54,62.2,58.0,2832
33197,1.02,Premium,E,SI2,6.58,6.54,3.97,60.5,58.0,4478
33198,0.96,Ideal,F,VS1,6.38,6.34,3.89,61.2,56.0,5666
33199,0.34,Ideal,E,VS1,4.5,4.46,2.75,61.4,57.0,1033
33200,0.51,Ideal,E,SI1,5.17,5.11,3.15,61.3,55.0,1546
33201,0.9,Premium,H,VS2,6.21,6.14,3.78,61.2,61.0,3810
33202,0.92,Ideal,F,SI2,6.26,6.32,3.9,62.0,54.0,4065
33203,0.7,Very Good,E,SI2,5.71,5.73,3.52,61.5,56.0,2298
33204,0.3,Very Good,F,IF,4.28,4.3,2.66,62.0,58.0,886
33205,0.7,Very Good,I,SI2,5.62,5.55,3.53,63.2,60.0,1672
33206,0.78,Ideal,D,VS2,5.89,5.91,3.65,61.9,56.0,3811
33207,0.33,Very Good,E,VS2,4.4,4.42,2.77,62.8,56.0,627
33208,0.3,Ideal,E,SI1,4.33,4.36,2.68,61.7,55.0,640
33209,0.41,Ideal,D,SI1,4.74,4.79,3.0,63.0,53.0,744
33210,0.64,Ideal,E,SI1,5.57,5.53,3.44,62.0,56.0,2089
33211,1.5,Good,H,VS2,7.17,7.22,4.6,63.9,60.0,10692
33212,0.31,Very Good,H,VS1,4.3,4.26,2.7,63.1,58.0,698
33213,1.51,Fair,H,VS2,7.49,7.63,4.34,57.4,61.0,9678
33214,1.01,Premium,G,SI1,6.53,6.49,3.97,61.0,58.0,4808
33215,1.26,Very Good,I,VS1,6.9,6.95,4.28,61.8,61.0,6566
33216,0.53,Ideal,J,SI1,5.2,5.23,3.21,61.6,55.0,999
33217,1.03,Premium,J,SI1,6.56,6.5,4.03,61.7,54.0,4153
33218,2.03,Ideal,I,SI2,8.22,8.17,5.01,61.1,56.0,11172
33219,0.3,Very Good,G,VS1,4.3,4.26,2.71,63.3,56.0,776
33220,2.08,Very Good,J,SI1,8.09,8.15,5.08,62.6,58.0,12637
33221,0.42,Ideal,E,VS2,4.81,4.85,2.96,61.3,56.0,958
33222,0.31,Ideal,H,VVS2,4.32,4.36,2.71,62.4,57.0,625
33223,0.5,Very Good,E,SI2,5.05,5.02,3.18,63.2,61.0,1097
33224,1.51,Good,H,SI1,7.25,7.32,4.53,62.2,61.0,8854
33225,0.4,Premium,E,VS1,4.76,4.81,2.89,60.4,59.0,1053
33226,0.58,Ideal,E,VS1,5.33,5.27,3.32,62.6,56.0,1893
33227,1.2,Premium,H,VS1,6.85,6.81,4.19,61.3,58.0,6626
33228,0.91,Ideal,H,VS1,6.27,6.32,3.83,60.8,58.0,4939
33229,0.28,Very Good,E,VS1,4.16,4.24,2.58,61.4,60.0,452
33230,0.3,Very Good,G,VVS1,4.27,4.24,2.7,63.5,57.0,1013
33231,0.41,Ideal,E,SI1,4.76,4.72,2.98,62.9,56.0,969
33232,0.62,Ideal,E,SI1,5.54,5.57,3.37,60.7,56.0,2156
33233,1.26,Premium,J,SI2,6.95,6.9,4.34,62.7,58.0,5038
33234,0.35,Ideal,H,SI2,4.61,4.65,2.79,60.3,55.0,474
33235,1.5,Premium,F,VS1,7.31,7.26,4.56,62.6,58.0,14918
33236,0.5,Very Good,G,VVS2,4.99,5.04,3.15,62.8,57.0,1838
33237,0.73,Premium,G,SI1,5.76,5.68,3.59,62.8,59.0,2351
33238,0.65,Premium,E,SI2,5.57,5.52,3.41,61.4,59.0,1640
33239,1.01,Good,G,SI1,6.37,6.33,4.04,63.6,57.0,4672
33240,0.3,Very Good,H,SI1,4.26,4.29,2.69,62.9,57.0,421
33241,0.31,Ideal,G,VVS1,4.39,4.36,2.66,60.8,56.0,1046
33242,1.51,Ideal,H,SI1,7.44,7.4,4.55,61.3,56.0,10012
33243,1.21,Very Good,H,VS2,6.77,6.82,4.27,62.8,57.0,6684
33244,0.7,Ideal,H,VVS1,5.66,5.7,3.54,62.3,55.0,2827
33245,0.85,Ideal,J,SI1,6.1,6.06,3.79,62.3,55.0,2366
33246,0.7,Very Good,D,VS1,5.86,5.83,3.47,59.3,55.0,4003
33247,0.41,Premium,F,VS1,4.71,4.77,2.96,62.4,60.0,1007
33248,1.05,Ideal,F,VS2,6.48,6.45,4.06,62.8,57.0,6933
33249,0.56,Ideal,H,VS2,5.32,5.36,3.25,60.9,57.0,1388
33250,0.34,Ideal,D,VS2,4.45,4.48,2.77,62.0,55.0,805
33251,0.59,Ideal,E,SI1,5.4,5.37,3.34,62.0,55.0,1789
33252,1.3,Premium,H,SI2,7.17,7.13,4.3,60.1,57.0,6406
33253,0.37,Very Good,D,VS1,4.66,4.7,2.86,61.1,58.0,820
33254,1.04,Ideal,I,SI1,6.5,6.59,4.02,61.4,55.0,4423
33255,1.01,Good,F,SI1,6.42,6.47,3.97,61.6,63.0,4816
33256,1.25,Premium,I,VS1,6.94,7.01,4.21,60.4,59.0,6545
33257,0.3,Good,J,VS2,4.26,4.23,2.72,64.1,58.0,441
33258,1.0,Premium,J,SI1,6.39,6.44,3.9,60.8,58.0,3712
33259,0.67,Good,I,VS2,5.6,5.64,3.41,60.7,61.4,1708
33260,1.07,Ideal,E,SI2,6.62,6.57,4.05,61.4,57.0,5393
33261,0.9,Good,G,VS1,6.15,6.07,3.89,63.7,56.0,4460
33262,0.52,Premium,G,VS1,5.13,5.19,3.16,61.2,60.0,1689
33263,0.78,Ideal,E,SI1,5.87,5.9,3.69,62.7,55.0,3067
33264,0.72,Ideal,I,VS1,5.79,5.69,3.58,62.3,55.0,2265
33265,1.55,Very Good,G,SI1,7.45,7.47,4.46,59.8,59.0,9428
33266,1.07,Ideal,J,SI1,6.53,6.57,4.06,62.0,56.0,4235
33267,0.63,Premium,F,VS2,5.6,5.49,3.38,61.0,61.0,2211
33268,1.06,Very Good,E,IF,6.48,6.54,4.08,62.7,58.0,11518
33269,0.3,Very Good,G,SI2,4.28,4.25,2.7,63.3,57.0,506
33270,0.3,Very Good,G,VVS1,4.28,4.25,2.69,63.1,56.0,1013
33271,1.13,Ideal,E,VS2,6.66,6.7,4.14,62.0,54.0,8253
33272,1.2,Premium,G,VVS2,6.84,6.88,4.2,61.2,58.0,9873
33273,0.72,Premium,E,VS2,5.99,5.92,3.47,58.3,58.0,2815
33274,0.85,Very Good,E,SI2,6.02,6.0,3.79,63.1,58.0,2966
33275,2.0,Good,E,SI2,8.01,8.15,4.86,60.1,54.0,15962
33276,0.77,Ideal,J,VS2,5.9,5.95,3.64,61.4,55.0,2159
33277,0.34,Ideal,F,VS1,4.49,4.52,2.79,61.9,55.0,760
33278,0.53,Ideal,E,VS2,5.18,5.25,3.2,61.4,56.0,1721
33279,0.41,Very Good,D,SI1,4.82,4.85,2.86,59.2,62.0,738
33280,0.3,Ideal,F,VS1,4.3,4.33,2.69,62.3,53.8,652
33281,0.91,Premium,I,SI1,6.34,6.32,3.7,58.4,55.0,2700
33282,0.53,Ideal,D,VS2,5.24,5.21,3.21,61.4,55.0,1704
33283,1.09,Premium,D,SI2,6.6,6.64,4.05,61.2,60.0,5164
33284,0.81,Premium,D,VS1,6.0,5.94,3.72,62.3,58.0,4209
33285,0.76,Ideal,D,VVS2,5.84,5.87,3.65,62.3,57.0,4223
33286,2.29,Ideal,J,SI2,8.36,8.39,5.25,62.8,56.0,14500
33287,0.31,Ideal,I,SI1,4.37,4.34,2.71,62.2,56.0,537
33288,0.41,Premium,F,VS2,4.84,4.81,2.91,60.3,60.0,1107
33289,1.2,Very Good,G,SI1,6.73,6.79,4.25,62.9,57.0,5918
33290,0.54,Premium,G,VS2,5.36,5.34,3.14,58.7,62.0,1637
33291,1.08,Premium,G,VS2,6.75,6.68,3.99,59.4,59.0,6532
33292,1.01,Very Good,I,SI1,6.36,6.42,3.97,62.1,59.0,4418
33293,0.72,Fair,F,VS2,6.06,5.97,3.34,55.4,64.0,2724
33294,0.31,Ideal,H,VS1,4.38,4.34,2.69,61.7,57.0,698
33295,1.02,Very Good,E,SI2,6.23,6.28,3.98,63.6,59.0,3947
33296,1.1,Premium,H,SI2,6.6,6.69,4.13,62.2,58.0,4537
33297,1.07,Ideal,F,VS2,6.59,6.62,4.03,61.0,54.0,7564
33298,0.7,Fair,F,I1,5.6,5.49,3.63,65.4,59.0,992
33299,0.33,Ideal,F,VVS2,4.44,4.49,2.74,61.4,56.0,810
33300,1.01,Premium,G,SI2,6.38,6.41,3.99,62.4,58.0,4362
33301,0.36,Ideal,F,IF,4.54,4.58,2.85,62.5,54.0,1056
33302,1.04,Premium,I,SI2,6.53,6.47,4.03,62.0,57.0,3774
33303,0.29,Very Good,G,VS2,4.24,4.27,2.63,62.0,55.0,471
33304,0.9,Very Good,I,SI1,6.19,6.23,3.79,61.0,58.0,3407
33305,1.01,Fair,F,VS2,6.17,6.21,4.03,65.1,59.0,5784
33306,0.47,Ideal,E,VVS2,4.97,5.0,3.09,62.0,55.0,1883
33307,1.22,Very Good,F,VVS2,6.81,6.84,4.14,60.7,62.0,10719
33308,0.71,Ideal,E,SI1,5.71,5.73,3.54,61.9,56.0,2756
33309,0.56,Premium,F,VVS1,5.41,5.3,3.27,61.1,56.0,2218
33310,0.7,Ideal,E,VVS2,5.72,5.75,3.53,61.6,56.0,4205
33311,0.37,Ideal,J,VS1,4.57,4.54,2.85,62.6,57.0,624
33312,0.31,Ideal,H,VS1,4.39,4.35,2.71,62.0,54.0,698
33313,1.0,Good,D,VS2,6.24,6.33,4.03,64.1,58.0,6389
33314,1.0,Fair,E,VS1,6.33,6.3,4.07,64.4,55.0,7392
33315,0.42,Very Good,F,VS1,4.78,4.82,2.97,61.9,55.0,1031
33316,1.04,Ideal,G,VVS1,6.49,6.45,4.06,62.8,56.0,7738
33317,0.35,Ideal,D,SI1,4.52,4.5,2.81,62.3,57.0,827
33318,0.84,Premium,F,SI2,6.06,6.01,3.76,62.3,59.0,2863
33319,0.3,Premium,G,IF,4.39,4.35,2.63,60.2,58.0,956
33320,0.53,Very Good,E,VVS2,5.18,5.22,3.23,62.3,55.0,2280
33321,0.59,Ideal,G,VS1,5.4,5.35,3.34,62.1,55.0,2018
33322,1.5,Premium,I,SI2,7.29,7.24,4.54,62.5,61.0,7526
33323,1.05,Very Good,J,SI2,6.51,6.59,3.99,60.9,60.0,3395
33324,0.3,Premium,G,VVS2,4.28,4.25,2.67,62.6,58.0,878
33325,0.41,Ideal,J,VS1,4.76,4.79,2.97,62.2,55.0,604
33326,0.44,Good,D,SI1,4.97,5.0,2.93,58.8,62.0,777
33327,0.31,Very Good,G,SI2,4.32,4.35,2.73,63.0,57.0,408
33328,0.53,Ideal,F,SI1,5.21,5.24,3.15,60.3,57.0,1359
33329,0.35,Ideal,E,VVS1,4.53,4.5,2.79,61.8,56.0,967
33330,0.3,Premium,H,SI1,4.33,4.29,2.64,61.3,58.0,540
33331,1.01,Good,G,VS2,6.46,6.51,3.91,60.3,57.0,5655
33332,1.52,Very Good,H,SI1,7.25,7.3,4.61,63.4,55.0,9780
33333,0.7,Very Good,H,SI2,5.76,5.8,3.47,60.0,60.0,2077
33334,0.5,Ideal,D,VS2,5.07,5.1,3.15,61.9,59.0,1712
33335,0.27,Very Good,F,VVS2,4.17,4.22,2.52,60.1,58.0,620
33336,0.42,Premium,G,VS2,4.88,4.83,2.94,60.6,58.0,1087
33337,1.51,Ideal,G,SI2,7.31,7.37,4.57,62.3,56.0,9391
33338,0.35,Ideal,G,VS2,4.54,4.57,2.78,61.0,57.0,633
33339,0.31,Premium,G,VS1,4.33,4.3,2.64,61.2,60.0,802
33340,1.71,Premium,G,VS2,7.64,7.6,4.67,61.3,58.0,11032
33341,0.73,Premium,J,SI1,5.99,5.91,3.46,58.2,59.0,1905
33342,1.13,Premium,D,SI2,6.68,6.64,4.13,62.0,58.0,5376
33343,0.54,Premium,G,SI1,5.24,5.2,3.19,61.1,60.0,1340
33344,0.5,Ideal,F,VVS2,5.1,5.12,3.17,62.0,55.0,2052
33345,0.52,Very Good,G,VS2,5.14,5.18,3.22,62.4,60.0,1423
33346,0.38,Ideal,F,VS1,4.68,4.64,2.91,62.4,54.0,998
33347,0.71,Very Good,J,VS2,5.65,5.69,3.53,62.3,57.0,1930
33348,0.45,Fair,G,VS1,4.82,4.65,3.14,66.3,56.0,1027
33349,0.39,Premium,D,VS2,4.73,4.7,2.89,61.3,58.0,1024
33350,0.5,Very Good,G,VVS2,5.1,5.16,3.15,61.4,57.0,1813
33351,0.7,Ideal,H,VVS2,5.75,5.78,3.52,61.0,56.0,3325
33352,0.3,Very Good,G,VVS1,4.28,4.31,2.7,62.8,55.0,635
33353,0.32,Very Good,F,VVS1,4.32,4.35,2.72,62.7,60.0,926
33354,0.71,Premium,G,SI1,5.92,5.83,3.46,58.9,62.0,2450
33355,0.61,Very Good,J,SI2,5.62,5.6,3.26,58.1,63.0,1125
33356,0.72,Ideal,E,SI1,5.7,5.75,3.55,62.0,57.0,2626
33357,0.71,Good,E,SI2,5.75,5.88,3.42,58.8,63.0,2120
33358,0.8,Ideal,D,SI2,6.0,5.95,3.7,61.9,54.0,3154
33359,1.51,Fair,G,VS2,7.59,7.49,4.38,58.1,67.0,10553
33360,0.39,Very Good,F,VS1,4.72,4.64,2.9,62.0,56.0,971
33361,1.25,Very Good,I,SI1,6.86,6.9,4.27,62.1,58.0,5699
33362,1.11,Fair,H,SI2,6.55,6.5,4.2,64.4,58.0,3730
33363,0.35,Ideal,H,VVS1,4.54,4.53,2.79,61.5,57.0,1024
33364,1.52,Premium,H,VS2,7.46,7.42,4.51,60.6,61.0,9704
33365,1.21,Very Good,D,SI2,6.77,6.83,4.24,62.4,58.0,6248
33366,0.34,Premium,D,SI2,4.53,4.49,2.74,60.8,60.0,650
33367,1.25,Ideal,E,VVS2,6.93,6.97,4.23,60.9,60.0,13006
33368,1.12,Ideal,F,VVS2,6.66,6.69,4.1,61.4,57.0,9461
33369,0.72,Ideal,E,SI1,5.76,5.7,3.57,62.3,57.0,2857
33370,1.52,Very Good,I,VS1,7.27,7.31,4.59,62.9,59.9,10032
33371,1.01,Ideal,I,VS1,6.51,6.53,3.93,60.3,57.0,5231
33372,0.36,Ideal,D,VVS2,4.57,4.61,2.8,61.0,56.0,1126
33373,1.5,Fair,G,SI1,7.6,7.52,4.24,56.1,62.0,7300
33374,0.76,Ideal,D,VS1,5.84,5.87,3.63,62.0,56.0,4243
33375,0.3,Premium,G,VS2,4.28,4.33,2.65,61.6,60.0,526
33376,0.32,Very Good,E,SI1,4.38,4.43,2.73,62.0,60.0,486
33377,0.56,Ideal,D,SI1,5.26,5.33,3.3,62.3,56.0,1723
33378,0.9,Fair,I,SI1,6.03,6.0,3.95,65.7,58.0,2873
33379,0.32,Ideal,J,IF,4.42,4.46,2.71,61.0,57.0,521
33380,1.53,Very Good,F,SI1,7.39,7.47,4.61,62.0,56.0,11267
33381,0.3,Ideal,F,VS1,4.28,4.3,2.66,61.9,55.0,673
33382,0.4,Good,D,VS1,4.75,4.77,2.88,60.5,63.0,954
33383,0.33,Ideal,H,VS2,4.48,4.45,2.71,60.7,57.0,668
33384,1.09,Premium,H,SI2,6.57,6.59,4.06,61.7,60.0,4496
33385,0.5,Ideal,G,VVS1,5.12,5.1,3.18,62.2,56.0,2070
33386,2.01,Premium,I,VS2,8.17,8.14,4.83,59.2,62.0,16778
33387,1.1,Premium,H,SI1,6.72,6.7,4.07,60.7,59.0,5476
33388,1.56,Premium,E,SI2,7.41,7.36,4.61,62.4,60.0,10090
33389,0.8,Premium,J,SI2,6.07,5.95,3.62,60.2,59.0,2022
